V1,StartDate,EndDate,Status,IPAddress,Progress,Duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,CoronaA1,CoronaA2,CoronaA3,CoronaA4,CoronaA5,CoronaA6,CoronaA7,CoronaB1,CoronaB2,CoronaB3,CoronaB5,CoronaB6,CoronaC,CoronaD,CoronaE1,CoronaE2,CoronaE3,CoronaE4,CoronaE5,CoronaE6,CoronaF1,CoronaF2,CoronaF3,CoronaF4,CoronaG1,CoronaG2,CoronaG3,Aggress1,Aggress2,Aggress3,SDO1,SDO2,SDO3,r_sdo_3,VSA1,VSA2,VSA3,GCB1,GCB2,GCB3,SpamCheck1,AuthTrust1,AuthTrust2,AuthTrust3,AuthTrust4,Party,StrenPartyID,Lean,PartyID_1,PartyID_2,PartyID_3,PolAttitude_44,PolAttitude_45,PolAttitude_47,PolAttitude_48,FeelThermIn_1,Efficacy1,Efficacy2,Efficacy3,FeelThermOut_1,Hope,Sadness,Anger,PissedOff,Fear,Scared,Contempt,Disrespect,Disgust,Disappointment,Hostility,Hatred,TriatsOut_4,TriatsOut_5,TriatsOut_7,TriatsOut_9,TriatsOut_11,TriatsOut_12,TrustOut_1,SocDisOut1_1,SocDisOut2_1,SocDisOut3_1,Intolerance1,Intolerance2,Intolerance3,Intolerance4,ThreatOut1,ThreatOut2,ThreatOut3,PolConTheory1,PolConTheory2,PolConTheory3,LegitGnrl1,LegitGnrl2,LegitGnrl3,LegitGnrl4,LegitGnrl5,LegitGnrl6,LegitGnrl7,MetaPercepIn1,MetaPercepIn2,SpamCheck2,MetaPercepOut1,MetaPercepOut2,RiotLegit1,RiotLegit2,RiotLegit3,BanLegit1,BanLegit2,BanLegit3,PolPartic1,PolPartic2,PolPartic3,NationalNews,CNN,Fox,MSNBC,TalkRadio,SocialMedia,Parler,Telegram,AmericID1_125,AmericID2_4,AmericID3_4,Gender,Educ,Income,Ethnic,Religious,Ideolgy,Debriefing,workerId,assignmentId,hitId,OUTGROUP,OUT1,INGROUP,IN1,tID,IDS,duplicateID,naCount,FilteredOut,duplicateIP,SpamCheck1F,SpamCheck2F,SpamCheckFail,longstring,longstring_s,efficacy_avg,aggressiv_avg,sdo_avg,vsa_avg,legit_physical_viol,partyID_avg,binar_legit_viol,pol_camp,sex,ZAge,ZEduc,ZReligious,ZFeelThermOut_1,Zefficacy_avg,Zaggressiv_avg,Zsdo_avg,Zvsa_avg,ZpartyID_avg,pol_camp_mc,Zlegit_physical_viol,soc_dis_mean
628,1/17/21 9:41,1/17/21 9:52,0,174.198.195.119,100,677,1,1/17/21 9:52,R_Opval6mSvpIhQEp,NA,NA,NA,NA,39.88450623,-74.90670013,anonymous,EN,40,2,1,2,1,1,2,2,2,3,3,3,1,4,2,3,4,2,4,4,4,1,1,3,2,4,4,4,1,4,4,6,6,2,5,5,4,4,4,3,2,6,4,4,3,5,2,2, ,10,25,15,23,63,16,74,52,6,5,2,44,89,91,91,91,87,87,90,91,91,91,88,87,17,42,19,74,62,61,72,91,93,100,53,56,51,51,4,4,4,4,3,4,2,1,4,2,1,1,1,5,5,6,5,5,4,1,1,4,4,4,1,4,2,4,4,2,1,1,4,1,1,17,74,99,10,21,16,35,94,5, ,A3OJCVQIA4CPMX,3DY46V3X3QWMNOQ9E4VFRBRYH7T55X,3QO7EE372O0AI6SN935T3ORVXUOQB1,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,4,-1.383072954,4.333333333,3,5.666666667,4.333333333,1,16.66666667,0,2,1,-0.181729616,-0.80656884,-0.68221046,0.73948994,-0.647853847,1.138275098,0.707756325,0.833170024,-1.531705713,0.5509,-0.307025236,94.66666667
629,1/17/21 9:47,1/17/21 9:54,0,74.133.10.142,100,440,1,1/17/21 9:54,R_cZqtN3bHtXznXMd,NA,NA,NA,NA,40.18339539,-83.09120178,anonymous,EN,53,3,1,2,1,1,2,1,1,2,1,2,1,4,2,3,4,1,4,2,3,4,4,2,4,4,4,4,1,1,1,4,4,3,4,4,4,4,2,3,1,6,1,2,4,4,2,8, ,0,0,0,0,0,0,0,31,4,4,4,6,90,88,88,88,90,89,89,89,89,91,89,89,33,19,92,87,57,71,24,37,36,37,53,52,51,51,3,4,2,4,2,1,1,1,1,1,1,1,1,2,2,6,2,2,1,1,1,1,1,1,1,6,1,6,3,3,3,1,1,1,1,65,65,64,10,22,18,35,93,5,None.,A2WIO1V541XFKL,374TNBHA8C99IYJR9YOF0JKI88JYQI,3QGHA0EA0JDF23O9LC4ZVD9HLV5BWQ,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,8,-0.138528587,4,1,4,4,1,0,0,2,1,0.736849668,0.293136252,-1.132891649,-0.901480095,-0.987127562,-0.688671191,-0.79361847,0.593294561,-2.172149531,0.5509,-0.307025236,36.66666667
631,1/17/21 9:49,1/17/21 9:59,0,98.239.174.73,100,618,1,1/17/21 9:59,R_2rhXYpbTFmKpBEl,NA,NA,NA,NA,41.12849426,-78.74939728,anonymous,EN,52,2,2,3,2,1,2,2,1,1,4,2,3,4,3,3,3,3,4,5,4,3,4,5,4,4,3,3,1,1,1,1,1,4,3,3,3,5,6,4,5,6,5,1,3,3,2,6, ,87,100,91,64,85,89,100,93,6,6,6,2,87,92,92,92,92,92,91,92,93,93,90,91,5,1,5,100,78,100,1,15,16,12,57,57,57,57,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,4,1,3,1,3,1,1,5,1,1,100,100,82,11,21,16,35,99,7, ,A3KIZLHCD945UK,3KOPY89HM9GRG8IQPNBGDOCJLCX3JR,3UDTAB6HH6C36K8RULXIXC5NWQN90C,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,9,0.172607505,6,1,1.666666667,3.666666667,1,92.66666667,0,2,0,0.666189724,-0.80656884,1.571195488,-1.074213783,1.048514729,-0.688671191,-2.895543185,0.353419099,1.388718095,0.5509,-0.307025236,14.33333333
632,1/17/21 9:40,1/17/21 10:00,0,108.238.168.46,100,1232,1,1/17/21 10:00,R_0TncYwEBCIeCMLv,NA,NA,NA,NA,33.92770386,-118.2033997,anonymous,EN,40,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,3,5,1,1,1,1,4,1,1,1,1,1,1,1,6,4,3,4,4,4,4,5,1,1,6,1,1,5,6,2,6, ,99,90,100,71,73,51,52,87,6,6,6,78,93,87,87,87,87,87,87,87,87,87,87,87,75,77,90,68,39,53,70,100,100,100,51,51,51,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,6,1,6,1,6,6,4,6,1,1,1,1,100,100,100,10,22,17,38,95,7,This was way longer than 15 minutes. I wouldn't have done this hit for this pay if I knew it was this long.,A1SS1WAVZAXY44,37Q970SNZFMO58N1PD6BHWO9JBVS13,3XDSWAMB225TSBKTN31OE8XDFFOQC8,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,15,2.039424055,6,1,4.666666667,4,1,96.33333333,0,2,1,-0.181729616,0.293136252,-0.23152927,2.207726287,1.048514729,-0.688671191,-0.193068552,0.593294561,1.529615735,0.5509,-0.307025236,100
634,1/17/21 9:54,1/17/21 10:06,0,72.225.49.125,100,723,1,1/17/21 10:06,R_1f0Hjr1pwpKe88d,NA,NA,NA,NA,43.18060303,-77.59480286,anonymous,EN,33,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,3,4,3,3,3,5,4,4,4,4,1,1,1,3,2,3,4,3,2,5,5,4,4,6,6,2,4,5,2,6, ,90,90,75,89,96,95,97,95,6,6,6,0,87,93,93,93,93,93,93,93,93,93,93,93,0,0,0,100,100,100,5,15,15,5,57,51,51,51,6,6,6,6,6,6,6,2,5,2,1,1,1,6,6,6,6,6,2,2,2,1,1,1,1,6,1,1,1,6,1,6,1,1,1,90,90,95,10,22,17,35,94,7, ,A11244HS4DZOVL,32SCWG5HIIIMZ28632EYHNAF425P6J,34KYK9TV2RLMVM7017UYYO6WFI9BSB,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,13,1.417151872,6,1,3,3.333333333,1,85,0,2,1,-0.676349231,0.293136252,-0.68221046,-1.160580627,1.048514729,-0.688671191,-1.694443348,0.113543636,1.094113939,0.5509,-0.307025236,11.66666667
635,1/17/21 9:55,1/17/21 10:07,0,70.119.238.148,100,715,1,1/17/21 10:07,R_3HqBoIs0brD2nbT,NA,NA,NA,NA,32.9992981,-96.83460236,anonymous,EN,46,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,5,5,1,4,5,5,5,2,1,1,5,4,4,3,6,6,6,3,3,3,6,6,2,3,6,2,6, ,100,100,100,88,88,95,98,100,6,6,6,10,88,93,90,91,90,90,90,90,91,93,90,90,0,13,0,100,100,77,0,0,0,0,57,57,57,57,6,6,6,6,6,6,1,1,1,1,1,1,1,3,3,6,1,1,6,3,3,1,1,1,1,6,4,1,1,1,1,1,5,4,4,100,100,100,10,21,15,36,98,7,Thank you for this meaningful study!,A34GH8VX3QZC75,3X4MXAO0BH255U3R7CVRKC97TMMWRJ,35ZRNT9RUIB2UZBUFXYJW0YJU1TO30,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,13,1.417151872,6,1.333333333,4,6,1,100,0,2,1,0.242230054,-0.80656884,1.120514298,-0.728746407,1.048514729,-0.384180143,-0.79361847,2.032547338,1.670513375,0.5509,-0.307025236,0
636,1/17/21 9:55,1/17/21 10:11,0,107.77.232.4,100,908,1,1/17/21 10:11,R_3DpXe76gfA6lhRt,NA,NA,NA,NA,33.74850464,-84.38710022,anonymous,EN,50,2,1,2,2,2,2,1,2,2,4,4,2,3,1,5,5,4,5,3,4,4,3,2,4,5,5,5,1,2,1,6,5,2,5,3,3,5,4,4,3,6,4,2,3,6,2,4, ,51,51,38,31,51,51,52,88,6,6,3,12,88,91,90,90,90,88,87,87,87,92,87,87,7,51,13,100,59,77,22,51,76,59,54,54,53,52,5,5,5,6,6,6,2,1,2,1,1,1,1,6,6,6,4,4,1,1,1,1,1,1,1,5,1,6,1,5,1,1,5,1,1,87,99,79,11,21,14,35,98,6, ,A1PMOFOXDM4ZLR,3X0H8UUIT22H6934M1VWAME3FO5WS7,34O39PNDK6LAU77NMIUT8E10TGQBRN,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,7,-0.449664679,5,1.333333333,5.333333333,3.666666667,1,46.66666667,0,2,0,0.524869834,-0.80656884,1.120514298,-0.642379563,0.030693583,-0.384180143,0.407481366,0.353419099,-0.378906842,0.5509,-0.307025236,62
640,1/17/21 9:30,1/17/21 10:15,0,76.30.213.90,100,2695,1,1/17/21 10:15,R_2zoNuWGOXrrEGJQ,NA,NA,NA,NA,29.97619629,-95.64009857,anonymous,EN,37,1,2,2,1,1,1,1,1,1,1,1,1,2,3,4,4,3,4,3,3,1,1,2,1,2,1,1,3,2,4,5,5,4,3,5,5,5,2,3,3,6,5,4,6,5,2,2, ,25,35,30,49,57,57,64,70,5,5,6,70,92,89,87,87,87,87,87,87,87,87,87,87,65,70,70,55,35,65,75,65,90,80,51,51,51,51,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,6,3,2,1,1,1,4,4,4,1,6,2,5,3,3,4,4,4,1,3,95,100,85,10,22,15,38,93,5, ,A2Y8CTOLND2394,3VNXK88KKDWMM570NLQ97PQZGQCV9H,3VQTAXTYN3Y2AZZ4QCPYDPOK0FUBUR,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,10,0.483743596,5.333333333,3,4.333333333,5,1,30,0,2,1,-0.393709451,0.293136252,-1.132891649,1.862258911,0.369967298,1.138275098,-0.493343511,1.31292095,-1.019350659,0.5509,-0.307025236,78.33333333
642,1/17/21 9:57,1/17/21 10:18,0,24.251.225.152,100,1224,1,1/17/21 10:18,R_3oGYlor944oyIOR,NA,NA,NA,NA,33.70010376,-111.8877029,anonymous,EN,46,2,3,3,2,2,3,2,2,2,3,3,2,3,3,4,4,3,5,3,4,2,1,2,1,1,1,1,1,2,1,5,4,3,4,4,3,3,3,2,1,6,5,4,4,4,2,2, ,65,70,75,69,68,75,73,80,4,4,3,45,90,89,89,89,91,91,89,89,89,90,88,88,70,60,55,75,60,65,60,65,70,75,53,53,53,54,2,3,3,2,2,2,2,2,3,2,1,1,1,3,3,6,2,2,4,2,2,3,2,2,1,4,2,5,3,5,2,1,3,1,1,75,85,90,10,20,14,35,97,5,Interesting study.,A3S3Y7NJ8WTQG3,3ZSANO2JCGLFVNH9WCLW6YS3KLFFSS,3QO7EE372O0AI6SN935T3ORVXUOQB1,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,5,-1.071936862,3.666666667,1.333333333,4.333333333,3.333333333,1,70,0,2,1,0.242230054,-1.906273932,0.669833109,0.782673362,-1.326401277,-0.384180143,-0.493343511,0.113543636,0.517714503,0.5509,-0.307025236,70
645,1/17/21 10:18,1/17/21 10:27,0,107.77.215.159,100,563,1,1/17/21 10:27,R_12KN2VPBsckW11O,NA,NA,NA,NA,28.65240479,-81.48970032,anonymous,EN,58,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,4,3,4,1,1,2,1,1,1,1,1,1,1,4,4,4,3,3,3,2,3,1,1,6,6,4,3,6,2,6, ,76,77,51,74,100,100,100,92,5,5,5,90,90,91,88,87,87,87,87,87,87,91,87,87,80,51,51,100,10,0,24,76,100,82,54,54,54,54,4,5,5,6,3,6,1,1,1,1,1,1,1,5,5,6,3,3,6,3,1,3,1,1,1,5,1,5,1,1,1,4,1,1,1,100,100,78,11,22,18,35,99,7, ,A105GUJGUWPA0K,3R2PKQ87NXMW7J6UDNVVXM6P8OQMIF,35JDMRECC4MHCKATGY27AITEU4SGEW,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,10,0.483743596,5,1,3.666666667,2.666666667,1,68,0,2,0,1.090149393,0.293136252,1.571195488,2.72592735,0.030693583,-0.688671191,-1.09389343,-0.36620729,0.440861245,0.5509,-0.307025236,86
646,1/17/21 10:20,1/17/21 10:27,0,73.55.238.36,100,455,1,1/17/21 10:27,R_1rABtl6TGzFCJH0,NA,NA,NA,NA,29.57200623,-95.54000092,anonymous,EN,52,2,2,2,3,2,3,2,2,2,2,2,2,5,2,4,5,3,4,4,5,5,5,4,5,5,5,5,1,1,1,5,4,1,6,2,2,2,3,2,2,6,4,5,5,3,2,2, ,29,34,34,38,33,65,64,59,4,4,4,51,91,88,88,88,88,88,88,88,88,88,88,88,53,55,55,55,46,46,55,100,100,100,51,51,51,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,5,6,1,5,2,2,2,2,2,5,5,1,1,76,78,74,10,23,17,35,98,3, ,AVMSKBK9JWV0M,3YT88D1N09CMRSO878BSE3CW01YK38,3APP19WN71RDZ5HEAGJ9YU11D646G1,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,15,2.039424055,4,1,5,2,1,32.33333333,0,2,1,0.666189724,1.392841345,1.120514298,1.041773894,-0.987127562,-0.688671191,0.107206407,-0.845958215,-0.929688525,0.5509,-0.307025236,100
647,1/17/21 10:08,1/17/21 10:29,0,98.235.219.195,100,1286,1,1/17/21 10:29,R_1jlAYPkY6DPJS7s,NA,NA,NA,NA,40.34039307,-76.78820038,anonymous,EN,40,2,1,1,2,1,2,2,1,2,4,1,1,2,1,2,5,2,4,5,5,5,5,5,5,4,4,4,1,1,1,5,3,4,3,1,1,1,6,6,6,6,1,1,1,1,2,6, ,37,41,26,35,58,47,41,40,2,2,2,10,87,91,88,90,87,87,91,91,92,91,89,88,20,10,17,67,82,90,3,13,46,2,53,55,54,55,6,6,6,6,6,6,5,3,2,2,2,1,1,2,3,6,5,4,6,4,2,1,1,1,1,6,4,1,1,4,1,1,5,1,1,30,40,60,10,22,14,35,99,7, ,A21VSWO39YO5KM,31HQ4X3T3TO1VFR5INOU1BXNHH1SLA,3TL87MO8CM2P4QOQM0JT5SJM2MTLFP,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,6,-0.760800771,2,1,3.666666667,1,1.333333333,34.66666667,1,2,1,-0.181729616,0.293136252,1.571195488,-0.728746407,-3.022769853,-0.688671191,-1.09389343,-1.565584604,-0.84002639,0.5509,0.101681476,20.33333333
649,1/17/21 10:14,1/17/21 10:33,0,69.243.208.191,100,1182,1,1/17/21 10:33,R_3s6RayFNdUW5uq1,NA,NA,NA,NA,38.65480042,-78.45960236,anonymous,EN,47,2,2,2,3,1,3,4,4,4,3,3,2,7,1,5,5,5,5,5,5,4,5,5,5,3,5,5,5,6,4,6,6,1,6,4,4,5,6,2,5,6,6,1,1,6,2,6, ,100,100,100,100,100,100,100,100,6,6,6,0,87,87,87,87,87,90,87,91,92,93,89,89,25,25,25,99,51,90,0,35,29,30,53,56,54,54,5,6,6,6,6,6,2,1,3,4,2,2,1,6,6,6,6,1,3,1,2,1,1,1,1,6,5,1,1,1,1,6,4,1,1,100,100,100,11,22,16,35,98,7, ,A3ZYWWICZOAXJ,3E7TUJ2EGD00SO7EW0QF13KSGKBD95,3QO7EE372O0AI6SN935T3ORVXUOQB1,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,8,-0.138528587,6,5,6,4.333333333,1.666666667,100,1,2,0,0.312889999,0.293136252,1.120514298,-1.160580627,1.048514729,2.965221387,1.008031285,0.833170024,1.670513375,0.5509,0.510388188,31.33333333
651,1/17/21 10:28,1/17/21 10:42,0,163.185.148.245,100,854,1,1/17/21 10:42,R_2PqdEt7OUCsT9bF,NA,NA,NA,NA,29.84779358,-95.65989685,anonymous,EN,30,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,3,3,4,3,4,4,4,2,3,3,2,3,1,2,1,5,4,3,4,4,2,3,2,1,2,6,3,3,3,5,2,8, ,25,30,20,7,8,8,8,65,4,3,4,40,91,90,89,88,88,88,88,87,88,88,87,87,75,80,40,50,15,60,60,100,100,100,51,51,51,51,1,1,2,2,2,1,2,1,1,1,1,1,1,4,2,6,5,5,3,1,1,4,3,3,1,2,1,2,1,1,1,1,2,1,1,100,100,100,10,22,17,35,96,5, ,AND6A1Y7CJ4DK,3JBT3HLQF9GONCSH57B9EL3A963PZB,3UDTAB6HH6C36K8RULXIXC5NWQN90C,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,9,0.172607505,3.666666667,1.333333333,4.333333333,3,1,25,0,2,1,-0.888329066,0.293136252,0.219151919,0.566756252,-1.326401277,-0.384180143,-0.493343511,-0.126331827,-1.211483805,0.5509,-0.307025236,100
652,1/17/21 10:29,1/17/21 10:43,0,174.62.21.95,100,839,1,1/17/21 10:43,R_qQTIn9PhhRDf1KN,NA,NA,NA,NA,35.15179443,-106.5789032,anonymous,EN,54,2,1,2,1,1,2,2,1,1,1,1,1,5,3,5,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,6,5,1,6,3,1,6,2,2,5,6,5,5,3,2,2,5, ,50,56,77,59,93,94,93,90,6,6,6,15,91,91,87,87,87,87,87,90,87,92,87,87,25,93,93,100,100,100,23,100,99,77,51,51,51,51,2,2,2,2,2,1,4,1,3,1,1,1,1,1,1,6,6,6,1,1,1,4,4,4,1,6,4,5,3,4,1,1,2,1,1,100,100,100,11,20,15,35,98,6,God Bless You,A25F4VG7W3BTWV,36U2A8VAG2DN7VLWWT4I4X8992TKYE,34R0BODSP1CJWNL9Z2JG6L2P4VEE5C,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,10,0.483743596,6,1,5.666666667,3.333333333,1,61,0,2,0,0.807509613,-1.906273932,1.120514298,-0.512829297,1.048514729,-0.688671191,0.707756325,0.113543636,0.171874842,0.5509,-0.307025236,92
653,1/17/21 10:25,1/17/21 10:43,0,172.73.52.43,100,1088,1,1/17/21 10:43,R_3qefHbI67BtqnRU,NA,NA,NA,NA,35.29159546,-80.82009888,anonymous,EN,48,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,2,5,2,3,1,1,3,2,1,1,1,1,2,1,6,6,1,6,4,3,4,5,2,1,6,5,5,6,5,2,8, ,50,60,25,51,26,58,58,70,6,6,6,40,90,89,89,89,87,87,88,88,87,91,87,87,50,60,75,75,60,50,50,100,100,25,51,51,51,53,1,4,2,4,1,1,1,1,1,1,1,1,1,2,1,6,5,6,1,1,1,2,1,1,1,4,1,4,1,1,1,1,1,1,1,95,95,90,10,22,17,37,98,6, ,A2A7R0WEEFC3OX,32Q90QCQ1TZP1Q45WSSOXUGTRQOKEZ,3VQTAXTYN3Y2AZZ4QCPYDPOK0FUBUR,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,12,1.10601578,6,1.333333333,6,3.666666667,1,45,0,2,1,0.383549944,0.293136252,1.120514298,0.566756252,1.048514729,-0.384180143,1.008031285,0.353419099,-0.442951223,0.5509,-0.307025236,75
654,1/17/21 10:28,1/17/21 10:49,0,73.239.223.60,100,1238,1,1/17/21 10:49,R_2fesq7plw1SNyDT,NA,NA,NA,NA,47.4447937,-122.1194,anonymous,EN,60,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,1,5,3,2,3,3,4,3,2,2,2,1,1,1,5,3,1,6,5,1,3,5,4,2,6,6,4,3,5,2,4, ,84,77,80,80,81,80,91,81,5,4,4,91,87,92,90,91,91,91,90,90,91,92,89,88,0,50,24,100,77,100,11,76,77,77,51,51,51,51,6,6,6,5,5,4,1,1,1,1,1,1,1,6,6,6,2,2,2,1,1,1,1,1,1,5,5,2,1,1,1,2,3,4,1,89,88,89,10,23,18,35,99,6, ,A2OSV089UWKZSX,3L2IS5HSFBW7YSMUJ5Z9T4J079NNUO,34R0BODSP1CJWNL9Z2JG6L2P4VEE5C,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,12,1.10601578,4.333333333,1,4.666666667,3,1,80.33333333,0,2,1,1.231469283,1.392841345,1.571195488,2.769110772,-0.647853847,-0.688671191,-0.193068552,-0.126331827,0.91478967,0.5509,-0.307025236,76.66666667
656,1/17/21 10:49,1/17/21 10:57,0,72.81.215.108,100,468,1,1/17/21 10:57,R_2zAV7aThNyOqoIl,NA,NA,NA,NA,39.21099854,-76.8361969,anonymous,EN,42,1,1,1,1,1,2,1,1,1,2,2,1,3,3,1,2,2,2,3,3,1,1,3,1,1,1,1,1,4,1,5,4,4,3,4,4,5,4,1,1,6,6,4,3,3,2,1, ,23,27,0,25,25,27,59,90,5,5,5,75,92,87,87,88,87,87,91,87,87,87,87,87,26,92,43,88,0,66,60,100,100,100,51,51,51,51,1,1,1,1,1,1,1,1,4,1,1,1,1,6,6,6,6,6,1,1,1,6,6,6,2,5,2,1,1,1,1,6,2,1,1,100,100,100,10,22,17,35,93,5, ,A3IJ7SO3Z5PGT1,3R0T90IZ1TQ526O8AA1E9EOXZXWGC1,34O39PNDK6LAU77NMIUT8E10TGQBRN,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,8,-0.138528587,5,2,4,4.333333333,1,16.66666667,0,2,1,-0.040409726,0.293136252,-1.132891649,2.078176021,0.030693583,0.224801953,-0.79361847,0.833170024,-1.531705713,0.5509,-0.307025236,100
657,1/17/21 10:51,1/17/21 11:05,0,108.84.236.184,100,822,1,1/17/21 11:05,R_3Jfw73sK1KjWa91,NA,NA,NA,NA,37.67520142,-120.9465027,anonymous,EN,55,1,2,2,3,1,1,2,4,2,3,1,2,3,1,3,3,3,5,4,4,2,2,3,2,2,1,1,1,1,1,5,4,2,5,4,3,5,3,4,3,6,3,3,4,4,2,1, ,0,4,0,0,0,0,0,30,3,3,3,29,89,89,90,88,89,88,88,91,91,91,90,87,51,51,51,51,51,65,51,100,100,100,51,51,51,51,3,3,3,2,2,1,1,1,1,1,1,1,1,3,3,6,5,5,1,1,1,1,1,1,1,3,1,6,2,2,1,1,3,1,1,100,100,100,10,21,17,35,94,4, ,A3GIX48G0OT50U,3R9WASFE20UCWZ3NR4F42RP670HZFJ,34KYK9TV2RLMVM7017UYYO6WFI9BSB,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,8,-0.138528587,3,1,4.666666667,4,1,1.333333333,0,2,1,0.878169558,-0.80656884,-0.68221046,0.09173861,-2.004948708,-0.688671191,-0.193068552,0.593294561,-2.120914026,0.5509,-0.307025236,100
659,1/17/21 10:56,1/17/21 11:11,0,173.24.92.185,100,916,1,1/17/21 11:11,R_pou3hGvuTFFyIYp,NA,NA,NA,NA,33.70289612,-117.1966019,anonymous,EN,42,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,1,1,1,3,3,3,4,2,3,6,6,6,6,6,5,1,3,5,2,6, ,51,51,51,51,73,75,51,81,5,5,5,18,87,87,92,92,87,87,92,90,93,93,91,87,0,25,0,100,62,100,0,22,51,0,51,51,51,51,6,6,6,6,6,6,3,3,1,3,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,6,1,2,1,3,1,3,1,1,1,85,86,100,10,22,16,38,99,7, ,A36G4BPLYCF8V8,39K0FND3AITH11NW1Z3IGOI6VGNMAD,3KA7IJSNW6IPIUR89QQ43J1LSY2BPV,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,13,1.417151872,5,1,3.333333333,3.666666667,1,51,0,2,1,-0.040409726,0.293136252,1.571195488,-0.383279031,0.030693583,-0.688671191,-1.394168389,0.353419099,-0.212391449,0.5509,-0.307025236,24.33333333
660,1/17/21 10:59,1/17/21 11:12,0,172.91.37.152,100,771,1,1/17/21 11:12,R_1n6oIP20lqEKvGb,NA,NA,NA,NA,34.60380554,-118.2294998,anonymous,EN,50,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,5,4,3,3,3,3,3,3,3,3,1,1,1,3,2,1,6,3,6,3,5,2,3,6,5,1,3,5,2,5, ,78,74,0,0,64,75,77,100,6,6,6,0,87,87,87,87,93,93,87,93,93,93,93,93,22,21,0,100,100,100,0,39,34,65,54,54,54,54,5,5,5,6,6,4,1,1,3,1,1,1,1,5,5,6,6,6,5,1,1,6,1,1,1,4,1,2,1,4,1,1,1,1,1,100,100,73,11,20,14,35,98,6,No issues...,AK1MUY4RETFOT,3SNLUL3WO51HASJ97SJUGCFB2EPULV,3LAZVA75NI4D9HFBBXKEDQTRONTO2P,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,12,1.10601578,6,1,3.666666667,4,1,50.66666667,0,2,0,0.524869834,-1.906273932,1.120514298,-1.160580627,1.048514729,-0.688671191,-1.09389343,0.593294561,-0.225200325,0.5509,-0.307025236,46
